"","dispatch_date","Aggravated Assault Firearm","Aggravated Assault No Firearm","All Other Offenses","Arson","Burglary Non-Residential","Burglary Residential","Disorderly Conduct","DRIVING UNDER THE INFLUENCE","Embezzlement","Forgery and Counterfeiting","Fraud","Gambling Violations","Homicide - Criminal","Homicide - Criminal ","Homicide - Justifiable ","Liquor Law Violations","Motor Vehicle Theft","Narcotic / Drug Law Violations","Offenses Against Family and Children","Other Assaults","Other Sex Offenses (Not Commercialized)","Prostitution and Commercialized Vice","Public Drunkenness","Rape","Receiving Stolen Property","Robbery Firearm","Robbery No Firearm","Theft from Vehicle","Thefts","Vagrancy/Loitering","Vandalism/Criminal Mischief","Weapon Violations"
"171",2010-06-20,10,18,91,0,8,20,17,17,0,3,4,0,2,0,0,1,15,10,0,75,2,4,1,2,0,10,10,60,47,2,55,3
"172",2010-06-21,9,28,110,2,9,32,10,5,3,5,22,0,0,0,0,0,24,9,0,59,3,0,1,3,0,8,11,54,82,0,56,0
"173",2010-06-22,14,25,165,1,7,34,13,10,1,2,31,1,1,1,0,2,17,51,0,61,6,1,0,4,1,9,19,47,68,12,52,2
"174",2010-06-23,6,17,185,1,5,35,6,5,0,3,34,0,0,0,0,1,16,51,0,67,2,0,0,2,0,9,10,65,92,4,48,6
"175",2010-06-24,3,20,163,5,5,25,11,5,0,4,27,0,3,0,0,3,21,42,0,59,3,10,4,2,0,12,10,50,64,2,50,6
"176",2010-06-25,4,14,149,2,3,26,14,16,2,2,24,0,1,0,0,3,12,45,0,67,7,0,2,3,0,7,11,63,75,4,60,4
"177",2010-06-26,8,20,146,2,6,16,24,12,2,1,13,0,0,0,0,1,14,36,0,61,3,0,6,1,0,5,11,40,57,2,42,4
"178",2010-06-27,11,17,128,0,11,19,9,16,0,1,7,0,1,0,0,1,15,16,0,69,2,0,2,3,0,4,16,58,59,4,67,1
"179",2010-06-28,3,14,92,3,12,32,7,6,2,1,36,0,0,0,0,0,19,18,1,76,7,0,0,3,0,8,17,72,54,0,37,0
"180",2010-06-29,10,20,157,1,9,38,12,8,1,3,35,0,0,0,0,0,21,45,0,68,4,15,0,4,0,3,15,73,82,3,64,3
"181",2010-06-30,10,19,157,4,8,39,17,7,5,0,21,0,0,0,0,3,16,44,0,63,1,0,0,2,1,4,17,53,74,2,52,4
"182",2010-07-01,5,12,132,1,7,24,21,10,1,3,38,1,2,0,0,5,19,62,1,66,2,4,1,4,0,10,13,47,84,1,49,9
"183",2010-07-02,12,17,115,0,4,24,10,13,0,1,25,1,3,0,0,3,17,64,0,57,4,0,3,3,0,9,11,39,64,1,52,3
"184",2010-07-03,11,22,158,1,5,25,16,26,1,1,18,0,1,2,0,0,23,39,0,71,3,0,3,2,0,7,9,46,50,7,47,5
"185",2010-07-04,8,23,110,1,3,22,11,8,1,1,7,0,0,0,0,3,14,14,1,70,4,0,2,1,0,10,10,51,41,0,51,2
"186",2010-07-05,8,21,74,0,5,22,7,15,0,3,13,0,0,0,0,2,17,14,1,68,3,3,0,5,0,13,14,46,61,0,52,3
"187",2010-07-06,11,14,151,1,9,28,8,7,1,0,34,0,1,1,0,0,18,39,1,61,1,8,0,1,0,14,13,53,60,2,66,2
"188",2010-07-07,4,19,152,1,9,26,11,12,6,3,32,0,0,0,0,0,22,42,1,61,2,8,2,5,0,7,14,50,81,0,32,2
"189",2010-07-08,8,20,222,2,6,25,16,10,1,2,28,0,1,0,0,3,17,47,0,59,5,5,3,0,0,10,15,39,93,3,54,7
"190",2010-07-09,6,13,92,3,3,25,15,10,2,1,26,0,1,0,0,9,22,40,0,56,9,1,3,2,0,11,7,39,82,3,43,5
"191",2010-07-10,4,17,139,1,6,11,12,12,1,4,9,0,4,0,0,5,17,26,0,52,2,0,1,5,0,13,8,40,48,2,57,3
"192",2010-07-11,9,32,117,0,4,25,17,19,0,0,7,0,2,0,0,1,14,14,0,57,0,0,0,2,0,13,14,60,48,0,61,2
"193",2010-07-12,5,28,102,3,10,34,9,7,1,0,46,0,1,0,0,0,23,20,0,62,4,0,1,4,0,11,13,54,84,0,57,4
"194",2010-07-13,9,12,127,0,8,20,12,10,0,2,27,0,1,1,0,0,24,49,0,62,5,8,0,3,0,14,9,40,72,4,56,6
"195",2010-07-14,7,10,129,1,4,25,11,6,0,0,33,0,1,0,0,0,13,50,0,59,5,1,0,4,0,15,18,63,70,8,46,6
"196",2010-07-15,12,21,143,1,8,23,14,13,1,1,30,1,0,0,0,1,20,49,1,72,9,2,5,1,0,8,20,59,65,2,44,6
"197",2010-07-16,7,19,118,1,7,33,8,7,0,1,19,1,0,0,0,3,14,30,0,41,6,0,0,2,0,13,14,51,73,4,46,5
"198",2010-07-17,12,22,84,1,4,12,17,19,2,1,15,0,1,0,0,0,20,58,1,67,4,0,0,4,0,11,17,43,64,1,61,5
"199",2010-07-18,10,22,93,2,5,20,8,14,1,0,11,0,1,0,0,1,20,15,0,72,2,0,1,3,0,6,19,65,50,0,59,3
"200",2010-07-19,5,22,85,1,10,32,12,2,1,1,30,0,1,0,0,0,21,20,1,70,4,0,0,7,0,9,19,67,79,2,51,3
"201",2010-07-20,4,16,171,1,4,16,11,6,0,4,31,0,1,0,0,1,16,55,0,77,5,8,0,1,1,19,21,64,74,0,40,2
"202",2010-07-21,11,16,192,1,1,26,11,11,1,4,25,1,0,0,0,0,19,62,0,80,6,8,0,2,0,8,13,41,71,5,53,6
"203",2010-07-22,3,11,123,1,4,22,10,14,0,0,26,6,0,0,0,1,19,45,0,52,7,0,1,3,0,6,15,59,88,4,55,7
"204",2010-07-23,5,25,123,2,8,30,17,19,1,2,31,0,1,0,0,3,19,45,0,78,6,0,3,0,0,12,23,43,75,2,55,2
"205",2010-07-24,7,20,135,0,6,36,16,29,1,2,14,0,2,0,0,3,18,27,0,55,1,0,2,2,0,12,15,50,42,5,59,3
"206",2010-07-25,10,14,98,0,3,23,10,13,0,0,11,0,0,1,0,1,18,11,1,66,2,0,1,1,0,17,15,49,43,2,58,2
"207",2010-07-26,6,15,118,0,11,38,9,11,2,3,30,0,0,0,0,0,20,11,1,67,2,0,0,3,0,13,13,69,90,0,59,4
"208",2010-07-27,8,33,208,2,14,20,12,7,1,5,49,0,1,0,0,0,14,46,1,83,6,6,2,2,0,8,9,45,79,1,56,5
"209",2010-07-28,1,15,164,0,5,31,14,12,0,0,30,0,0,0,0,1,25,60,1,66,5,7,5,3,0,7,16,46,71,3,49,8
"210",2010-07-29,12,17,156,0,4,18,12,9,0,2,26,0,0,1,0,2,19,44,0,60,3,4,2,1,0,5,9,60,68,9,54,4
"211",2010-07-30,9,16,115,1,10,26,8,5,1,2,32,1,0,0,0,3,22,54,1,49,1,0,1,1,0,8,17,56,73,2,43,6
"212",2010-07-31,6,23,119,4,9,23,16,16,0,1,15,0,0,0,0,3,19,43,0,65,3,0,2,2,0,13,10,43,56,1,43,6
"213",2010-08-01,14,20,115,1,5,26,14,15,0,0,8,0,3,0,0,0,22,30,2,63,1,0,3,5,0,14,8,54,53,0,56,3
"214",2010-08-02,6,22,119,0,10,34,5,5,0,3,26,0,0,0,0,0,23,16,1,59,3,0,0,4,0,5,20,52,83,2,47,1
"215",2010-08-03,8,32,222,3,9,24,15,18,1,2,25,1,1,1,0,2,21,71,0,70,5,7,4,2,0,8,11,45,55,6,58,4
"216",2010-08-04,6,19,197,0,8,32,16,13,1,2,31,0,1,2,0,1,23,75,0,73,4,8,1,0,0,14,13,62,74,3,46,1
"217",2010-08-05,8,16,193,3,8,20,13,13,1,5,30,0,1,0,0,1,17,60,1,60,4,0,1,1,1,8,13,59,85,6,61,3
"218",2010-08-06,3,19,83,2,4,31,12,10,0,1,30,0,1,1,0,1,14,47,0,78,1,4,1,1,0,11,21,46,66,6,73,5
"219",2010-08-07,9,14,147,0,2,33,21,31,1,2,13,0,0,0,0,5,20,45,1,78,4,0,1,0,0,15,10,39,49,3,61,3
"220",2010-08-08,13,21,124,3,4,15,10,21,0,0,9,0,1,0,0,1,14,23,0,72,5,0,1,2,0,10,16,49,53,0,80,2
"221",2010-08-09,5,16,99,2,7,39,3,10,2,1,25,0,0,0,0,0,22,13,1,73,2,0,0,2,0,9,12,55,81,0,57,1
"222",2010-08-10,9,23,130,3,9,31,9,9,2,2,23,0,1,0,0,0,34,45,0,62,7,0,2,4,0,10,7,62,70,7,62,1
"223",2010-08-11,11,18,139,0,4,22,7,9,2,1,30,0,0,1,0,5,17,48,1,78,7,6,4,2,1,10,17,50,73,0,46,5
"224",2010-08-12,8,14,129,2,6,38,12,10,1,2,27,0,0,0,0,2,21,42,1,63,2,0,1,4,0,7,9,59,59,1,60,4
"225",2010-08-13,5,13,105,2,3,30,13,21,3,1,30,0,0,0,0,4,13,59,1,56,2,0,1,2,0,14,20,52,63,2,56,1
"226",2010-08-14,6,15,123,1,4,25,16,27,0,1,16,0,1,0,0,11,14,29,2,60,2,2,1,1,0,8,15,39,53,0,63,5
"227",2010-08-15,14,21,136,2,1,17,8,7,1,2,6,0,0,0,0,1,17,15,0,67,5,0,2,2,0,9,16,55,49,0,47,1
"228",2010-08-16,7,18,137,0,5,27,2,8,3,1,43,0,0,0,0,2,30,26,2,79,5,0,0,4,0,14,13,64,67,0,49,3
"229",2010-08-17,5,13,215,0,3,27,9,8,0,3,32,0,3,1,0,2,8,57,0,70,1,4,2,2,0,9,13,52,73,2,52,1
"230",2010-08-18,4,18,174,1,5,22,13,7,1,3,27,0,2,0,0,0,21,61,1,52,5,9,2,2,0,13,16,44,77,1,50,0
"231",2010-08-19,7,14,168,10,5,33,16,12,0,1,30,0,0,0,0,0,31,57,1,63,6,0,1,3,0,13,13,55,74,2,46,0
"232",2010-08-20,7,18,104,2,9,33,13,11,8,3,30,0,0,0,0,1,26,39,0,57,2,0,0,3,0,9,19,63,85,1,61,5
"233",2010-08-21,8,21,120,1,3,29,8,25,1,1,16,0,1,0,0,1,19,32,0,63,2,5,2,1,0,13,5,45,64,0,71,2
"234",2010-08-22,9,15,106,3,5,16,20,25,0,1,6,0,0,0,0,3,19,11,0,66,2,0,4,4,1,11,14,43,32,0,60,1
"235",2010-08-23,1,12,105,0,9,33,11,9,2,3,39,0,0,0,0,0,19,11,0,64,7,0,1,2,0,13,17,49,100,1,63,0
"236",2010-08-24,6,30,131,2,8,32,10,8,3,2,39,0,0,0,0,0,22,54,0,49,4,5,1,3,0,12,10,52,82,7,47,5
"237",2010-08-25,4,13,108,0,13,28,15,5,1,4,32,0,1,0,0,1,20,64,0,55,4,3,1,3,0,13,15,50,71,5,55,7
"238",2010-08-26,11,17,120,1,7,21,6,5,0,0,20,0,1,0,0,1,22,44,0,68,2,0,0,5,0,21,15,55,87,0,55,1
"239",2010-08-27,4,20,101,1,4,21,9,8,1,0,29,0,1,0,0,1,17,42,0,78,3,0,0,3,0,14,14,50,70,1,43,5
"240",2010-08-28,8,31,145,1,6,23,13,23,1,0,16,0,1,0,0,4,20,33,1,64,0,0,6,2,0,6,9,48,55,0,62,2
"241",2010-08-29,8,14,155,0,2,32,12,24,0,0,19,1,0,0,0,2,20,32,0,60,6,0,4,5,0,15,14,46,54,1,61,3
"242",2010-08-30,2,15,121,1,4,27,11,12,3,1,36,0,0,1,0,1,18,19,0,62,2,0,0,3,0,13,9,70,91,1,45,4
"243",2010-08-31,8,13,147,1,8,26,11,7,1,3,30,0,0,0,0,0,21,40,0,47,2,0,1,6,0,11,18,48,86,2,56,6
"244",2010-09-01,8,17,148,0,6,15,17,13,1,1,25,0,2,0,0,5,26,44,1,78,6,0,3,4,0,10,15,46,71,2,48,3
"245",2010-09-02,26,15,159,0,3,44,19,12,0,3,35,0,0,0,0,1,21,51,0,55,3,0,1,2,0,8,12,48,80,4,53,4
"246",2010-09-03,6,20,114,0,9,25,18,24,0,0,33,0,1,1,0,1,24,43,0,63,5,0,1,1,0,4,14,62,55,3,49,6
"247",2010-09-04,14,13,116,3,2,23,21,30,0,1,11,6,0,0,0,4,22,32,0,53,4,0,5,4,0,10,15,58,57,1,49,3
"248",2010-09-05,14,14,71,2,5,17,15,11,0,0,6,0,1,0,0,2,15,15,0,66,0,0,2,2,1,5,8,42,41,0,49,3
"249",2010-09-06,9,15,66,1,5,21,8,14,0,0,10,0,0,0,0,2,18,11,1,56,4,0,2,2,0,10,17,47,58,1,53,3
"250",2010-09-07,9,15,84,2,5,35,7,11,1,1,34,0,0,0,0,1,11,52,0,56,4,5,1,4,0,11,13,53,77,2,62,6
"251",2010-09-08,7,23,115,0,3,25,13,9,0,0,34,0,0,0,0,3,20,49,0,64,3,8,2,4,0,7,16,52,74,5,48,10
"252",2010-09-09,5,15,132,0,7,28,7,4,1,2,20,0,5,1,0,2,16,51,0,49,6,0,0,4,1,10,11,43,70,3,41,2
"253",2010-09-10,9,12,101,0,6,22,11,11,1,1,28,0,1,0,0,2,24,37,0,73,10,5,2,2,1,12,12,61,77,2,48,6
"254",2010-09-11,9,26,181,0,7,16,24,21,0,0,13,1,1,0,0,5,20,38,0,55,2,2,3,4,0,6,13,63,60,3,60,2
"255",2010-09-12,10,17,68,2,6,20,18,13,0,1,11,0,1,0,0,0,17,11,0,63,4,0,3,2,0,6,10,47,57,0,51,2
"256",2010-09-13,10,10,47,2,11,30,6,6,0,1,27,0,0,0,0,0,29,25,0,64,5,0,1,3,0,7,8,54,82,1,51,1
"257",2010-09-14,17,21,97,2,4,35,9,10,5,0,36,0,0,0,0,0,21,40,0,71,1,6,0,3,0,14,12,54,68,7,39,8
"258",2010-09-15,7,13,96,1,5,31,6,9,1,0,28,0,0,0,0,1,21,50,0,74,4,2,2,1,0,9,15,56,68,5,60,9
"259",2010-09-16,11,19,58,0,4,28,14,11,1,0,28,1,1,0,0,0,21,35,1,73,8,0,2,4,1,12,8,51,64,0,54,10
"260",2010-09-17,12,17,72,1,4,24,16,27,0,2,28,0,1,0,0,6,19,43,1,78,2,0,1,1,1,7,16,51,68,1,60,10
"261",2010-09-18,15,22,84,0,2,23,17,20,0,2,20,0,1,1,0,4,18,34,6,64,5,0,8,4,0,12,12,61,44,1,40,2
"262",2010-09-19,15,26,75,0,4,19,9,19,0,0,6,0,0,0,0,4,20,11,4,74,0,0,1,6,0,10,17,54,45,0,64,2
"263",2010-09-20,7,21,47,0,9,24,8,10,2,3,35,0,2,0,1,1,16,15,1,83,5,0,0,2,0,7,19,58,85,2,49,8
"264",2010-09-21,8,17,73,2,2,35,6,9,1,4,33,0,0,0,0,2,22,38,0,67,3,2,1,1,0,13,13,48,70,3,44,7
"265",2010-09-22,7,19,75,1,7,30,13,3,2,3,20,0,1,0,0,2,22,36,0,82,5,5,1,4,0,10,14,54,70,2,46,6
"266",2010-09-23,5,19,69,2,4,28,12,7,2,2,19,0,2,0,0,3,13,39,1,72,7,2,2,2,1,7,14,56,60,3,39,7
"267",2010-09-24,7,22,61,1,4,28,7,21,2,1,35,0,2,0,0,1,20,43,0,84,7,3,3,2,0,8,14,62,76,2,47,5
"268",2010-09-25,7,21,73,2,8,22,14,16,0,1,19,0,1,0,0,5,23,32,0,64,1,4,1,3,0,11,12,44,63,2,47,6
"269",2010-09-26,6,21,44,0,9,25,9,14,0,1,11,0,5,1,0,2,15,12,0,97,2,0,2,2,0,5,15,65,43,0,57,6
"270",2010-09-27,7,15,38,0,10,44,6,8,0,3,72,0,0,0,0,0,29,13,0,59,6,0,1,5,0,16,15,70,80,0,63,3
"271",2010-09-28,8,16,90,1,3,33,14,8,1,1,32,0,0,0,0,0,11,52,0,85,2,11,1,6,1,13,14,61,69,2,49,10
"272",2010-09-29,11,23,107,0,5,36,17,8,0,0,22,0,3,0,0,1,27,59,0,68,1,7,0,2,0,10,18,56,83,1,41,6
"273",2010-09-30,7,14,63,2,8,34,11,7,1,3,37,1,0,0,0,0,14,37,0,69,6,0,0,3,0,16,13,54,60,2,45,6
"274",2010-10-01,5,8,47,0,7,21,4,12,0,0,20,0,1,0,0,7,22,31,1,71,8,0,1,1,0,12,16,52,70,10,63,8
"275",2010-10-02,11,26,84,0,4,18,17,21,0,2,12,0,1,0,0,4,15,52,0,47,2,0,1,1,0,11,11,50,68,0,51,5
"276",2010-10-03,6,16,88,0,3,23,8,15,0,2,8,0,2,0,0,1,20,17,0,66,3,0,3,1,0,11,12,50,55,2,62,6
"277",2010-10-04,5,11,37,1,8,30,3,4,1,0,20,0,3,0,0,0,22,19,0,52,2,0,2,0,0,9,16,42,76,0,40,2
"278",2010-10-05,4,9,64,1,4,31,6,6,2,2,26,0,0,0,0,1,22,33,0,75,1,4,0,3,1,10,13,42,69,5,29,6
"279",2010-10-06,10,15,74,1,6,26,13,8,2,3,25,0,0,0,0,4,17,42,0,67,5,7,1,2,0,13,15,53,70,1,33,2
"280",2010-10-07,15,16,101,2,3,23,20,14,1,0,22,0,0,0,0,1,18,48,3,70,2,2,0,1,0,13,15,35,67,0,38,8
"281",2010-10-08,4,28,66,0,6,30,18,11,2,2,33,0,0,1,0,0,19,37,0,83,3,0,2,4,0,9,9,42,71,8,55,5
"282",2010-10-09,7,16,99,1,6,24,14,18,0,0,19,0,0,0,0,2,24,36,0,73,2,0,4,2,1,8,18,47,40,1,53,3
"283",2010-10-10,9,21,66,1,9,27,12,14,1,0,12,0,0,0,0,1,18,13,0,58,4,0,0,2,0,6,19,53,67,0,57,2
"284",2010-10-11,13,15,72,3,7,31,3,14,0,1,30,0,0,0,0,0,26,25,0,56,4,0,0,3,0,15,10,46,66,10,50,1
"285",2010-10-12,1,18,107,1,10,40,9,9,1,3,36,0,0,2,0,3,27,58,0,82,8,3,1,1,0,14,9,52,100,2,60,3
"286",2010-10-13,6,20,92,2,8,22,16,8,1,2,38,0,0,0,0,0,14,43,1,66,8,11,0,2,0,12,11,52,77,2,43,9
"287",2010-10-14,7,7,52,1,5,34,9,7,3,1,21,0,3,0,0,3,18,40,0,57,5,0,2,1,0,10,12,37,68,0,25,9
"288",2010-10-15,2,14,50,1,10,26,8,6,1,0,23,0,2,0,0,0,21,43,0,61,5,0,3,6,1,12,22,50,75,0,46,9
"289",2010-10-16,11,16,64,0,1,24,7,13,0,1,11,0,0,0,0,3,15,25,0,66,1,8,3,1,0,10,17,66,57,0,56,6
"290",2010-10-17,5,23,95,0,6,21,11,12,0,1,7,0,0,0,0,1,13,6,0,56,1,0,4,0,0,13,9,62,59,4,61,2
"291",2010-10-18,4,17,50,0,6,33,7,12,1,0,31,0,1,1,0,0,28,15,0,75,10,0,0,0,0,12,9,48,76,1,51,7
"292",2010-10-19,4,16,72,1,8,26,13,16,0,0,27,0,0,0,0,3,27,55,1,57,3,8,0,5,0,15,13,47,65,2,46,14
"293",2010-10-20,4,17,88,3,4,25,21,14,2,1,30,0,0,0,0,1,17,65,0,72,6,5,0,2,0,12,13,60,64,3,51,7
"294",2010-10-21,2,18,80,1,4,26,21,17,3,1,22,0,2,0,0,1,19,48,1,66,3,0,0,1,0,7,13,47,78,2,54,9
"295",2010-10-22,1,14,59,0,4,21,22,11,2,3,38,0,0,0,0,0,16,50,1,73,2,0,0,3,0,6,19,52,71,6,50,10
"296",2010-10-23,9,12,109,0,4,30,21,24,0,0,13,0,2,0,0,3,27,54,0,73,1,5,0,3,0,8,10,59,57,4,57,2
"297",2010-10-24,4,9,89,0,6,30,11,21,0,1,9,0,0,0,0,10,18,14,0,45,2,0,2,2,0,9,23,64,64,3,61,2
"298",2010-10-25,2,20,53,2,11,23,6,9,1,0,30,0,1,1,0,0,22,18,1,62,7,0,2,5,0,18,23,65,93,0,64,5
"299",2010-10-26,6,17,94,1,7,23,13,5,1,3,21,1,1,0,0,1,24,64,0,102,3,7,1,1,0,15,17,71,60,5,57,7
"300",2010-10-27,3,24,105,4,2,35,9,13,0,1,26,0,0,0,0,0,32,50,0,79,1,3,0,2,1,11,15,41,56,5,49,7
"301",2010-10-28,8,24,98,0,7,26,30,17,1,3,14,0,1,1,0,0,25,64,0,75,9,3,3,2,0,10,17,50,75,4,57,6
"302",2010-10-29,4,21,53,1,2,19,18,17,2,1,31,1,0,0,0,4,13,57,0,72,4,0,3,2,0,7,17,52,65,2,52,9
"303",2010-10-30,5,19,104,2,6,21,28,24,0,2,13,0,0,0,0,15,14,46,1,70,3,1,0,2,1,19,15,50,44,0,90,10
"304",2010-10-31,11,20,117,0,1,25,9,14,0,1,10,0,1,0,0,1,20,13,0,49,0,0,2,0,0,9,10,46,59,0,97,2
"305",2010-11-01,11,13,59,1,7,25,3,10,1,6,34,0,1,1,0,0,22,21,0,50,3,0,1,2,0,12,16,52,55,1,69,4
"306",2010-11-02,3,7,81,0,10,25,6,14,2,1,34,1,0,0,0,0,17,41,0,58,2,7,0,2,0,8,15,36,73,3,50,2
"307",2010-11-03,4,21,89,0,1,29,16,12,2,3,32,0,1,0,0,0,20,53,0,71,5,6,0,4,0,7,8,37,60,2,56,4
"308",2010-11-04,2,11,59,0,1,27,10,19,1,2,22,0,0,0,0,2,16,31,0,38,5,5,3,2,0,10,12,50,46,2,37,8
"309",2010-11-05,5,16,50,1,6,40,13,18,1,0,32,0,0,1,0,3,22,46,1,80,3,4,2,0,1,15,12,46,60,2,43,8
"310",2010-11-06,5,26,83,0,7,28,16,27,0,3,18,0,1,1,0,7,23,36,0,56,0,6,3,4,0,13,10,44,50,2,55,2
"311",2010-11-07,12,25,66,0,5,20,9,18,1,1,8,0,0,0,0,2,21,15,2,51,1,0,2,0,0,8,13,58,51,1,51,0
"312",2010-11-08,6,12,50,0,6,38,3,10,2,1,28,0,0,0,0,0,15,21,1,61,7,0,1,4,0,10,10,54,61,0,58,5
"313",2010-11-09,3,15,90,2,6,32,8,21,1,0,32,0,1,0,0,0,16,52,0,65,10,2,0,5,1,5,20,38,69,1,33,6
"314",2010-11-10,2,17,129,3,4,27,17,11,3,2,27,0,0,0,0,0,27,58,0,86,4,8,0,3,0,11,14,46,84,1,46,5
"315",2010-11-11,7,9,136,1,6,23,6,12,0,3,20,2,0,0,0,1,21,60,0,62,1,2,0,6,0,11,20,43,58,2,47,8
"316",2010-11-12,7,21,64,1,4,29,14,20,2,2,28,2,0,0,0,2,20,45,1,80,4,6,2,3,0,10,13,48,71,9,48,14
"317",2010-11-13,8,17,85,0,1,15,16,15,0,2,20,0,0,0,0,2,19,41,0,73,2,2,1,6,0,10,12,63,57,5,44,4
"318",2010-11-14,7,25,95,1,5,28,7,16,0,0,10,0,0,1,0,1,9,18,2,67,2,0,2,3,1,6,10,37,50,1,67,1
"319",2010-11-15,4,20,46,2,9,33,8,8,0,1,38,0,0,0,0,0,30,25,0,87,5,0,0,3,0,9,16,55,85,2,45,5
"320",2010-11-16,6,14,63,1,4,29,10,10,1,0,22,2,0,0,0,1,24,43,0,73,9,7,0,4,1,14,11,38,55,3,35,1
"321",2010-11-17,7,28,102,0,9,19,20,13,1,2,26,0,1,0,0,0,18,51,0,73,6,7,0,3,0,17,17,40,61,1,50,10
"322",2010-11-18,5,15,108,1,3,30,16,14,1,0,26,1,1,1,0,7,21,53,1,64,7,12,2,3,0,9,25,45,65,4,59,8
"323",2010-11-19,9,18,76,1,0,25,13,18,2,4,33,0,0,0,0,6,21,60,0,81,12,0,2,6,0,12,13,29,76,0,50,8
"324",2010-11-20,7,17,79,4,5,18,9,19,2,1,12,0,0,0,0,3,25,33,0,65,3,12,3,6,0,18,13,52,69,4,75,6
"325",2010-11-21,2,15,76,2,8,24,12,11,0,0,6,0,0,0,0,2,21,19,0,66,0,14,4,3,0,20,13,56,55,0,42,3
"326",2010-11-22,18,17,59,2,6,37,7,10,1,1,24,0,0,0,0,0,22,16,1,52,4,0,1,4,0,20,10,56,79,3,57,3
"327",2010-11-23,6,22,100,2,2,23,13,9,5,0,36,0,0,0,0,0,22,55,0,57,5,1,2,5,0,13,12,55,64,4,46,10
"328",2010-11-24,3,21,71,2,5,37,18,11,1,1,26,0,0,0,0,2,26,50,0,73,7,14,0,0,0,15,11,48,78,2,41,3
"329",2010-11-25,5,12,53,3,3,14,9,15,0,0,2,0,1,0,0,0,14,13,0,50,3,0,1,3,0,11,9,24,22,0,29,1
"330",2010-11-26,3,8,55,2,7,27,13,16,0,1,15,0,0,0,0,2,23,38,0,44,1,4,4,2,0,11,9,49,56,0,54,4
"331",2010-11-27,6,11,65,2,4,24,11,16,0,2,17,0,0,0,0,0,31,45,1,37,2,5,2,3,1,22,12,40,51,3,53,5
"332",2010-11-28,8,21,75,2,3,25,7,35,0,3,9,0,1,0,0,0,15,13,0,56,2,3,1,4,0,13,11,41,39,4,38,1
"333",2010-11-29,18,12,49,2,8,34,11,10,2,0,36,0,0,1,0,0,31,11,0,66,4,0,1,8,0,9,9,56,75,1,52,3
"334",2010-11-30,2,11,87,2,7,29,9,16,1,1,33,0,0,0,0,0,23,60,4,71,3,0,1,1,0,14,17,52,70,1,51,7
"335",2010-12-01,2,16,76,2,12,27,15,8,4,3,30,0,0,0,0,0,19,56,0,44,14,4,0,2,3,15,24,59,62,5,45,3
"336",2010-12-02,3,15,66,1,4,25,17,14,2,2,28,1,0,0,0,1,15,52,0,76,12,5,2,4,0,9,11,48,59,0,36,3
"337",2010-12-03,1,20,63,2,4,24,5,28,0,4,25,0,1,0,0,3,20,56,0,63,4,2,2,2,0,11,12,43,73,6,42,7
"338",2010-12-04,2,12,80,0,3,25,18,19,1,1,24,0,0,1,0,4,15,45,1,48,0,4,0,0,0,13,9,51,46,1,69,5
"339",2010-12-05,11,15,58,2,5,19,6,22,0,0,12,0,0,0,0,0,19,13,0,46,4,7,1,3,0,6,5,39,41,0,42,2
"340",2010-12-06,3,13,47,4,5,33,5,8,1,1,36,0,0,0,0,0,25,17,0,44,5,0,1,4,0,10,22,45,59,1,49,9
"341",2010-12-07,7,13,80,2,3,34,15,4,3,0,27,0,0,0,0,1,31,49,1,77,5,7,1,2,0,7,12,32,65,3,35,8
"342",2010-12-08,2,16,55,0,4,34,9,11,2,0,34,0,3,0,0,0,17,46,0,52,8,6,5,1,0,9,12,40,87,1,38,5
"343",2010-12-09,2,20,75,0,8,14,7,9,1,1,27,0,1,0,0,4,23,44,3,76,6,7,0,0,0,11,10,29,58,2,37,8
"344",2010-12-10,2,19,58,1,8,30,10,9,3,0,21,0,1,0,0,14,20,39,1,68,3,9,1,4,0,15,11,34,73,2,33,7
"345",2010-12-11,5,19,79,0,2,24,26,31,1,1,24,0,0,0,0,0,21,51,0,48,1,20,1,1,0,9,11,39,53,0,51,4
"346",2010-12-12,8,9,45,1,3,19,6,12,0,1,12,0,0,0,0,0,20,14,0,43,4,9,3,1,0,7,10,52,48,0,48,1
"347",2010-12-13,7,13,41,0,11,44,5,7,0,1,27,0,0,0,1,0,25,11,1,70,7,0,2,2,0,10,11,42,60,1,49,1
"348",2010-12-14,8,20,49,1,2,24,6,10,3,2,28,0,0,0,0,4,28,33,0,60,7,2,0,0,1,6,14,35,61,3,38,4
"349",2010-12-15,7,13,57,0,6,18,13,9,0,1,27,0,0,0,0,0,22,36,0,58,2,0,4,0,1,7,15,41,61,2,32,0
"350",2010-12-16,3,10,27,0,4,29,3,10,0,1,25,0,0,1,0,1,17,31,0,49,3,5,0,1,0,11,8,32,52,0,25,3
"351",2010-12-17,6,9,44,1,0,17,5,14,1,1,37,0,1,0,0,0,19,43,1,50,0,0,1,1,0,9,19,40,59,0,31,9
"352",2010-12-18,3,16,64,1,2,21,16,25,0,1,8,0,0,1,0,0,21,33,0,53,1,3,0,2,0,13,17,42,43,1,51,3
"353",2010-12-19,6,14,41,1,3,19,3,15,1,1,11,0,2,0,0,0,15,11,1,48,3,3,1,2,1,14,15,30,49,0,42,1
"354",2010-12-20,3,10,48,1,12,25,2,8,1,1,36,0,1,0,0,0,26,18,1,76,4,0,1,1,0,5,7,39,69,1,35,6
