"","date_value","type","group","value"
"4661",2015-05-18,"arrest","drugs",11
"4662",2015-05-19,"arrest","drugs",28
"4663",2015-05-20,"arrest","drugs",41
"4664",2015-05-21,"arrest","drugs",54
"4665",2015-05-22,"arrest","drugs",46
"4666",2015-05-23,"arrest","drugs",77
"4667",2015-05-24,"arrest","drugs",28
"4668",2015-05-25,"arrest","drugs",16
"4669",2015-05-26,"arrest","drugs",30
"4670",2015-05-27,"arrest","drugs",48
"4671",2015-05-28,"arrest","drugs",66
"4672",2015-05-29,"arrest","drugs",33
"4673",2015-05-30,"arrest","drugs",41
"4674",2015-05-31,"arrest","drugs",17
"4675",2015-06-01,"arrest","drugs",17
"4676",2015-06-02,"arrest","drugs",41
"4677",2015-06-03,"arrest","drugs",62
"4678",2015-06-04,"arrest","drugs",71
"4679",2015-06-05,"arrest","drugs",67
"4680",2015-06-06,"arrest","drugs",47
"4681",2015-06-07,"arrest","drugs",19
"4682",2015-06-08,"arrest","drugs",21
"4683",2015-06-09,"arrest","drugs",37
"4684",2015-06-10,"arrest","drugs",57
"4685",2015-06-11,"arrest","drugs",51
"4686",2015-06-12,"arrest","drugs",40
"4687",2015-06-13,"arrest","drugs",57
"4688",2015-06-14,"arrest","drugs",23
"4689",2015-06-15,"arrest","drugs",10
"4690",2015-06-16,"arrest","drugs",35
"4691",2015-06-17,"arrest","drugs",59
"4692",2015-06-18,"arrest","drugs",32
"4693",2015-06-19,"arrest","drugs",55
"4694",2015-06-20,"arrest","drugs",52
"4695",2015-06-21,"arrest","drugs",31
"4696",2015-06-22,"arrest","drugs",19
"4697",2015-06-23,"arrest","drugs",36
"4698",2015-06-24,"arrest","drugs",63
"4699",2015-06-25,"arrest","drugs",101
"4700",2015-06-26,"arrest","drugs",50
"4701",2015-06-27,"arrest","drugs",51
"4702",2015-06-28,"arrest","drugs",13
"4703",2015-06-29,"arrest","drugs",22
"4704",2015-06-30,"arrest","drugs",36
"4705",2015-07-01,"arrest","drugs",58
"4706",2015-07-02,"arrest","drugs",51
"4707",2015-07-03,"arrest","drugs",62
"4708",2015-07-04,"arrest","drugs",19
"4709",2015-07-05,"arrest","drugs",21
"4710",2015-07-06,"arrest","drugs",31
"4711",2015-07-07,"arrest","drugs",34
"4712",2015-07-08,"arrest","drugs",76
"4713",2015-07-09,"arrest","drugs",32
"4714",2015-07-10,"arrest","drugs",50
"4715",2015-07-11,"arrest","drugs",62
"4716",2015-07-12,"arrest","drugs",29
"4717",2015-07-13,"arrest","drugs",22
"4718",2015-07-14,"arrest","drugs",38
"4719",2015-07-15,"arrest","drugs",53
"4720",2015-07-16,"arrest","drugs",63
"4721",2015-07-17,"arrest","drugs",52
"4722",2015-07-18,"arrest","drugs",57
"4723",2015-07-19,"arrest","drugs",24
"4724",2015-07-20,"arrest","drugs",24
"4725",2015-07-21,"arrest","drugs",42
"4726",2015-07-22,"arrest","drugs",48
"4727",2015-07-23,"arrest","drugs",59
"4728",2015-07-24,"arrest","drugs",37
"4729",2015-07-25,"arrest","drugs",43
"4730",2015-07-26,"arrest","drugs",19
"4731",2015-07-27,"arrest","drugs",23
"4732",2015-07-28,"arrest","drugs",43
"4733",2015-07-29,"arrest","drugs",39
"4734",2015-07-30,"arrest","drugs",38
"4735",2015-07-31,"arrest","drugs",45
"4736",2015-08-01,"arrest","drugs",59
"4737",2015-08-02,"arrest","drugs",28
"4738",2015-08-03,"arrest","drugs",24
"4739",2015-08-04,"arrest","drugs",38
"4740",2015-08-05,"arrest","drugs",46
"4741",2015-08-06,"arrest","drugs",59
"4742",2015-08-07,"arrest","drugs",52
"4743",2015-08-08,"arrest","drugs",51
"4744",2015-08-09,"arrest","drugs",30
"4745",2015-08-10,"arrest","drugs",21
"4746",2015-08-11,"arrest","drugs",27
"4747",2015-08-12,"arrest","drugs",46
"4748",2015-08-13,"arrest","drugs",52
"4749",2015-08-14,"arrest","drugs",29
"4750",2015-08-15,"arrest","drugs",58
"4751",2015-08-16,"arrest","drugs",18
"4752",2015-08-17,"arrest","drugs",23
"4753",2015-08-18,"arrest","drugs",36
"4754",2015-08-19,"arrest","drugs",45
"4755",2015-08-20,"arrest","drugs",34
"4756",2015-08-21,"arrest","drugs",26
"4757",2015-08-22,"arrest","drugs",57
"4758",2015-08-23,"arrest","drugs",34
"4759",2015-08-24,"arrest","drugs",16
"4760",2015-08-25,"arrest","drugs",53
"4761",2015-08-26,"arrest","drugs",37
"4762",2015-08-27,"arrest","drugs",50
"4763",2015-08-28,"arrest","drugs",44
"4764",2015-08-29,"arrest","drugs",43
"4765",2015-08-30,"arrest","drugs",28
"4766",2015-08-31,"arrest","drugs",14
"4767",2015-09-01,"arrest","drugs",44
"4768",2015-09-02,"arrest","drugs",49
"4769",2015-09-03,"arrest","drugs",56
"4770",2015-09-04,"arrest","drugs",47
"4771",2015-09-05,"arrest","drugs",46
"4772",2015-09-06,"arrest","drugs",30
"4773",2015-09-07,"arrest","drugs",26
"4774",2015-09-08,"arrest","drugs",30
"4775",2015-09-09,"arrest","drugs",33
"4776",2015-09-10,"arrest","drugs",64
"4777",2015-09-11,"arrest","drugs",37
"4778",2015-09-12,"arrest","drugs",70
"4779",2015-09-13,"arrest","drugs",24
"4780",2015-09-14,"arrest","drugs",20
"4781",2015-09-15,"arrest","drugs",38
"4782",2015-09-16,"arrest","drugs",74
"4783",2015-09-17,"arrest","drugs",67
"4784",2015-09-18,"arrest","drugs",71
"4785",2015-09-19,"arrest","drugs",59
"4786",2015-09-20,"arrest","drugs",43
"4787",2015-09-21,"arrest","drugs",19
"4788",2015-09-22,"arrest","drugs",43
"4789",2015-09-23,"arrest","drugs",48
"4790",2015-09-24,"arrest","drugs",35
"4791",2015-09-25,"arrest","drugs",16
"4792",2015-09-26,"arrest","drugs",11
"4793",2015-09-27,"arrest","drugs",11
"4794",2015-09-28,"arrest","drugs",13
"4795",2015-09-29,"arrest","drugs",21
"4796",2015-09-30,"arrest","drugs",28
"4797",2015-10-01,"arrest","drugs",48
"4798",2015-10-02,"arrest","drugs",37
"4799",2015-10-03,"arrest","drugs",36
"4800",2015-10-04,"arrest","drugs",23
"4801",2015-10-05,"arrest","drugs",17
"4802",2015-10-06,"arrest","drugs",41
"4803",2015-10-07,"arrest","drugs",67
"4804",2015-10-08,"arrest","drugs",65
"4805",2015-10-09,"arrest","drugs",54
"4806",2015-10-10,"arrest","drugs",51
"4807",2015-10-11,"arrest","drugs",19
"4808",2015-10-12,"arrest","drugs",15
"4809",2015-10-13,"arrest","drugs",15
"4810",2015-10-14,"arrest","drugs",52
"4811",2015-10-15,"arrest","drugs",44
"4812",2015-10-16,"arrest","drugs",49
"4813",2015-10-17,"arrest","drugs",51
"4814",2015-10-18,"arrest","drugs",19
"4815",2015-10-19,"arrest","drugs",23
"4816",2015-10-20,"arrest","drugs",32
"4817",2015-10-21,"arrest","drugs",56
"4818",2015-10-22,"arrest","drugs",56
"4819",2015-10-23,"arrest","drugs",56
"4820",2015-10-24,"arrest","drugs",46
"4821",2015-10-25,"arrest","drugs",34
"4822",2015-10-26,"arrest","drugs",18
"4823",2015-10-27,"arrest","drugs",48
"4824",2015-10-28,"arrest","drugs",46
"4825",2015-10-29,"arrest","drugs",63
"4826",2015-10-30,"arrest","drugs",82
"4827",2015-10-31,"arrest","drugs",62
"4828",2015-11-01,"arrest","drugs",27
"4829",2015-11-02,"arrest","drugs",12
"4830",2015-11-03,"arrest","drugs",19
"4831",2015-11-04,"arrest","drugs",30
"4832",2015-11-05,"arrest","drugs",65
"4833",2015-11-06,"arrest","drugs",74
"4834",2015-11-07,"arrest","drugs",54
"4835",2015-11-08,"arrest","drugs",30
"4836",2015-11-09,"arrest","drugs",24
"4837",2015-11-10,"arrest","drugs",13
"4838",2015-11-11,"arrest","drugs",55
"4839",2015-11-12,"arrest","drugs",42
"4840",2015-11-13,"arrest","drugs",58
"4841",2015-11-14,"arrest","drugs",51
"4842",2015-11-15,"arrest","drugs",32
"4843",2015-11-16,"arrest","drugs",15
"4844",2015-11-17,"arrest","drugs",27
"4845",2015-11-18,"arrest","drugs",55
"4846",2015-11-19,"arrest","drugs",63
"4847",2015-11-20,"arrest","drugs",46
"4848",2015-11-21,"arrest","drugs",77
"4849",2015-11-22,"arrest","drugs",38
"4850",2015-11-23,"arrest","drugs",17
"4851",2015-11-24,"arrest","drugs",32
"4852",2015-11-25,"arrest","drugs",31
"4853",2015-11-26,"arrest","drugs",28
"4854",2015-11-27,"arrest","drugs",46
"4855",2015-11-28,"arrest","drugs",67
"4856",2015-11-29,"arrest","drugs",25
"4857",2015-11-30,"arrest","drugs",15
"4858",2015-12-01,"arrest","drugs",14
"4859",2015-12-02,"arrest","drugs",34
"4860",2015-12-03,"arrest","drugs",52
"4861",2015-12-04,"arrest","drugs",50
"4862",2015-12-05,"arrest","drugs",76
"4863",2015-12-06,"arrest","drugs",60
"4864",2015-12-07,"arrest","drugs",16
"4865",2015-12-08,"arrest","drugs",26
"4866",2015-12-09,"arrest","drugs",61
"4867",2015-12-10,"arrest","drugs",71
"4868",2015-12-11,"arrest","drugs",57
"4869",2015-12-12,"arrest","drugs",58
"4870",2015-12-13,"arrest","drugs",30
"4871",2015-12-14,"arrest","drugs",16
"4872",2015-12-15,"arrest","drugs",17
"4873",2015-12-16,"arrest","drugs",35
"4874",2015-12-17,"arrest","drugs",36
"4875",2015-12-18,"arrest","drugs",38
"4876",2015-12-19,"arrest","drugs",50
"4877",2015-12-20,"arrest","drugs",23
"4878",2015-12-21,"arrest","drugs",17
"4879",2015-12-22,"arrest","drugs",16
"4880",2015-12-23,"arrest","drugs",26
"4881",2015-12-24,"arrest","drugs",20
"4882",2015-12-25,"arrest","drugs",3
"4883",2015-12-26,"arrest","drugs",20
"4884",2015-12-27,"arrest","drugs",23
"4885",2015-12-28,"arrest","drugs",21
"4886",2015-12-29,"arrest","drugs",28
"4887",2015-12-30,"arrest","drugs",48
"4888",2015-12-31,"arrest","drugs",65
"4889",2016-01-01,"arrest","drugs",40
"4890",2016-01-02,"arrest","drugs",37
"4891",2016-01-03,"arrest","drugs",31
"4892",2016-01-04,"arrest","drugs",11
"4893",2016-01-05,"arrest","drugs",15
"4894",2016-01-06,"arrest","drugs",48
"4895",2016-01-07,"arrest","drugs",58
"4896",2016-01-08,"arrest","drugs",34
"4897",2016-01-09,"arrest","drugs",72
"4898",2016-01-10,"arrest","drugs",30
"4899",2016-01-11,"arrest","drugs",15
"4900",2016-01-12,"arrest","drugs",15
"4901",2016-01-13,"arrest","drugs",61
"4902",2016-01-14,"arrest","drugs",54
"4903",2016-01-15,"arrest","drugs",48
"4904",2016-01-16,"arrest","drugs",69
"4905",2016-01-17,"arrest","drugs",39
"4906",2016-01-18,"arrest","drugs",20
"4907",2016-01-19,"arrest","drugs",33
"4908",2016-01-20,"arrest","drugs",71
"4909",2016-01-21,"arrest","drugs",58
"4910",2016-01-22,"arrest","drugs",59
"4911",2016-01-23,"arrest","drugs",11
"4912",2016-01-24,"arrest","drugs",2
"4913",2016-01-25,"arrest","drugs",9
"4914",2016-01-26,"arrest","drugs",19
"4915",2016-01-27,"arrest","drugs",36
"4916",2016-01-28,"arrest","drugs",52
"4917",2016-01-29,"arrest","drugs",35
"4918",2016-01-30,"arrest","drugs",59
"4919",2016-01-31,"arrest","drugs",26
"4920",2016-02-01,"arrest","drugs",18
"4921",2016-02-02,"arrest","drugs",21
"4922",2016-02-03,"arrest","drugs",59
"4923",2016-02-04,"arrest","drugs",51
"4924",2016-02-05,"arrest","drugs",40
"4925",2016-02-06,"arrest","drugs",43
"4926",2016-02-07,"arrest","drugs",34
"4927",2016-02-08,"arrest","drugs",27
"4928",2016-02-09,"arrest","drugs",38
"4929",2016-02-10,"arrest","drugs",53
"4930",2016-02-11,"arrest","drugs",52
"4931",2016-02-12,"arrest","drugs",81
"4932",2016-02-13,"arrest","drugs",51
"4933",2016-02-14,"arrest","drugs",35
"4934",2016-02-15,"arrest","drugs",19
"4935",2016-02-16,"arrest","drugs",15
"4936",2016-02-17,"arrest","drugs",49
"4937",2016-02-18,"arrest","drugs",40
"4938",2016-02-19,"arrest","drugs",49
"4939",2016-02-20,"arrest","drugs",52
"4940",2016-02-21,"arrest","drugs",38
"4941",2016-02-22,"arrest","drugs",20
"4942",2016-02-23,"arrest","drugs",24
"4943",2016-02-24,"arrest","drugs",50
"4944",2016-02-25,"arrest","drugs",51
"4945",2016-02-26,"arrest","drugs",45
"4946",2016-02-27,"arrest","drugs",50
"4947",2016-02-28,"arrest","drugs",37
"4948",2016-02-29,"arrest","drugs",20
"4949",2016-03-01,"arrest","drugs",32
"4950",2016-03-02,"arrest","drugs",81
"4951",2016-03-03,"arrest","drugs",69
"4952",2016-03-04,"arrest","drugs",61
"4953",2016-03-05,"arrest","drugs",74
"4954",2016-03-06,"arrest","drugs",33
"4955",2016-03-07,"arrest","drugs",23
"4956",2016-03-08,"arrest","drugs",35
"4957",2016-03-09,"arrest","drugs",35
"4958",2016-03-10,"arrest","drugs",35
"4959",2016-03-11,"arrest","drugs",36
"4960",2016-03-12,"arrest","drugs",52
"4961",2016-03-13,"arrest","drugs",28
"4962",2016-03-14,"arrest","drugs",26
"4963",2016-03-15,"arrest","drugs",23
"4964",2016-03-16,"arrest","drugs",54
"4965",2016-03-17,"arrest","drugs",32
"4966",2016-03-18,"arrest","drugs",53
"4967",2016-03-19,"arrest","drugs",45
"4968",2016-03-20,"arrest","drugs",25
"4969",2016-03-21,"arrest","drugs",20
"4970",2016-03-22,"arrest","drugs",43
"4971",2016-03-23,"arrest","drugs",72
"4972",2016-03-24,"arrest","drugs",80
"4973",2016-03-25,"arrest","drugs",83
"4974",2016-03-26,"arrest","drugs",55
"4975",2016-03-27,"arrest","drugs",21
"4976",2016-03-28,"arrest","drugs",21
"4977",2016-03-29,"arrest","drugs",31
"4978",2016-03-30,"arrest","drugs",39
"4979",2016-03-31,"arrest","drugs",50
"4980",2016-04-01,"arrest","drugs",40
"4981",2016-04-02,"arrest","drugs",46
"4982",2016-04-03,"arrest","drugs",25
"4983",2016-04-04,"arrest","drugs",14
"4984",2016-04-05,"arrest","drugs",31
"4985",2016-04-06,"arrest","drugs",51
"4986",2016-04-07,"arrest","drugs",47
"4987",2016-04-08,"arrest","drugs",56
"4988",2016-04-09,"arrest","drugs",73
"4989",2016-04-10,"arrest","drugs",34
"4990",2016-04-11,"arrest","drugs",12
"4991",2016-04-12,"arrest","drugs",45
"4992",2016-04-13,"arrest","drugs",69
"4993",2016-04-14,"arrest","drugs",53
"4994",2016-04-15,"arrest","drugs",71
"4995",2016-04-16,"arrest","drugs",75
"4996",2016-04-17,"arrest","drugs",36
"4997",2016-04-18,"arrest","drugs",18
"4998",2016-04-19,"arrest","drugs",33
"4999",2016-04-20,"arrest","drugs",37
"5000",2016-04-21,"arrest","drugs",57
"5001",2016-04-22,"arrest","drugs",34
"5002",2016-04-23,"arrest","drugs",62
"5003",2016-04-24,"arrest","drugs",34
"5004",2016-04-25,"arrest","drugs",21
"5005",2016-04-26,"arrest","drugs",26
"5006",2016-04-27,"arrest","drugs",32
"5007",2016-04-28,"arrest","drugs",41
"5008",2016-04-29,"arrest","drugs",43
"5009",2016-04-30,"arrest","drugs",56
"5010",2016-05-01,"arrest","drugs",38
"5011",2016-05-02,"arrest","drugs",21
"5012",2016-05-03,"arrest","drugs",43
"5013",2016-05-04,"arrest","drugs",51
"5014",2016-05-05,"arrest","drugs",72
"5015",2016-05-06,"arrest","drugs",73
"5016",2016-05-07,"arrest","drugs",39
"5017",2016-05-08,"arrest","drugs",35
"5018",2016-05-09,"arrest","drugs",27
"5019",2016-05-10,"arrest","drugs",56
"5020",2016-05-11,"arrest","drugs",47
"5021",2016-05-12,"arrest","drugs",64
"5022",2016-05-13,"arrest","drugs",39
"5023",2016-05-14,"arrest","drugs",56
"5024",2016-05-15,"arrest","drugs",27
"5025",2016-05-16,"arrest","drugs",23
"5026",2016-05-17,"arrest","drugs",41
"5027",2016-05-18,"arrest","drugs",56
"5028",2016-05-19,"arrest","drugs",47
"5029",2016-05-20,"arrest","drugs",55
"5030",2016-05-21,"arrest","drugs",69
"5031",2016-05-22,"arrest","drugs",25
"5032",2016-05-23,"arrest","drugs",27
"5033",2016-05-24,"arrest","drugs",39
"5034",2016-05-25,"arrest","drugs",37
"5035",2016-05-26,"arrest","drugs",50
"5036",2016-05-27,"arrest","drugs",60
"5037",2016-05-28,"arrest","drugs",62
"5038",2016-05-29,"arrest","drugs",18
"5039",2016-05-30,"arrest","drugs",22
"5040",2016-05-31,"arrest","drugs",20
"5041",2016-06-01,"arrest","drugs",47
"5042",2016-06-02,"arrest","drugs",65
"5043",2016-06-03,"arrest","drugs",61
"5044",2016-06-04,"arrest","drugs",60
"5045",2016-06-05,"arrest","drugs",18
"5046",2016-06-06,"arrest","drugs",17
"5047",2016-06-07,"arrest","drugs",20
"5048",2016-06-08,"arrest","drugs",55
"5049",2016-06-09,"arrest","drugs",43
"5050",2016-06-10,"arrest","drugs",44
"5051",2016-06-11,"arrest","drugs",56
"5052",2016-06-12,"arrest","drugs",24
"5053",2016-06-13,"arrest","drugs",13
"5054",2016-06-14,"arrest","drugs",38
"5055",2016-06-15,"arrest","drugs",66
"5056",2016-06-16,"arrest","drugs",57
"5057",2016-06-17,"arrest","drugs",68
"5058",2016-06-18,"arrest","drugs",31
"5059",2016-06-19,"arrest","drugs",34
"5060",2016-06-20,"arrest","drugs",18
"5061",2016-06-21,"arrest","drugs",49
"5062",2016-06-22,"arrest","drugs",38
"5063",2016-06-23,"arrest","drugs",28
"5064",2016-06-24,"arrest","drugs",32
"5065",2016-06-25,"arrest","drugs",31
"5066",2016-06-26,"arrest","drugs",20
"5067",2016-06-27,"arrest","drugs",25
"5068",2016-06-28,"arrest","drugs",28
"5069",2016-06-29,"arrest","drugs",57
"5070",2016-06-30,"arrest","drugs",50
"5071",2016-07-01,"arrest","drugs",54
"5072",2016-07-02,"arrest","drugs",39
"5073",2016-07-03,"arrest","drugs",36
"5074",2016-07-04,"arrest","drugs",15
"5075",2016-07-05,"arrest","drugs",35
"5076",2016-07-06,"arrest","drugs",46
"5077",2016-07-07,"arrest","drugs",35
"5078",2016-07-08,"arrest","drugs",32
"5079",2016-07-09,"arrest","drugs",36
"5080",2016-07-10,"arrest","drugs",26
"5081",2016-07-11,"arrest","drugs",18
"5082",2016-07-12,"arrest","drugs",20
"5083",2016-07-13,"arrest","drugs",37
"5084",2016-07-14,"arrest","drugs",35
"5085",2016-07-15,"arrest","drugs",33
"5086",2016-07-16,"arrest","drugs",51
"5087",2016-07-17,"arrest","drugs",13
"5088",2016-07-18,"arrest","drugs",13
"5089",2016-07-19,"arrest","drugs",21
"5090",2016-07-20,"arrest","drugs",38
"5091",2016-07-21,"arrest","drugs",28
"5092",2016-07-22,"arrest","drugs",9
"5093",2016-07-23,"arrest","drugs",7
"5094",2016-07-24,"arrest","drugs",22
"5095",2016-07-25,"arrest","drugs",12
"5096",2016-07-26,"arrest","drugs",9
"5097",2016-07-27,"arrest","drugs",8
"5098",2016-07-28,"arrest","drugs",10
"5099",2016-07-29,"arrest","drugs",6
"5100",2016-07-30,"arrest","drugs",14
"5101",2016-07-31,"arrest","drugs",16
"5102",2016-08-01,"arrest","drugs",21
"5103",2016-08-02,"arrest","drugs",30
"5104",2016-08-03,"arrest","drugs",32
"5105",2016-08-04,"arrest","drugs",41
"5106",2016-08-05,"arrest","drugs",36
"5107",2016-08-06,"arrest","drugs",23
"5108",2016-08-07,"arrest","drugs",19
"5109",2016-08-08,"arrest","drugs",11
"5110",2016-08-09,"arrest","drugs",29
"5111",2016-08-10,"arrest","drugs",50
"5112",2016-08-11,"arrest","drugs",60
"5113",2016-08-12,"arrest","drugs",33
"5114",2016-08-13,"arrest","drugs",48
"5115",2016-08-14,"arrest","drugs",18
"5116",2016-08-15,"arrest","drugs",16
"5117",2016-08-16,"arrest","drugs",29
"5118",2016-08-17,"arrest","drugs",52
"5119",2016-08-18,"arrest","drugs",46
"5120",2016-08-19,"arrest","drugs",46
"5121",2016-08-20,"arrest","drugs",42
"5122",2016-08-21,"arrest","drugs",29
"5123",2016-08-22,"arrest","drugs",21
"5124",2016-08-23,"arrest","drugs",25
"5125",2016-08-24,"arrest","drugs",48
"5126",2016-08-25,"arrest","drugs",36
"5127",2016-08-26,"arrest","drugs",41
"5128",2016-08-27,"arrest","drugs",38
"5129",2016-08-28,"arrest","drugs",21
"5130",2016-08-29,"arrest","drugs",17
"5131",2016-08-30,"arrest","drugs",15
"5132",2016-08-31,"arrest","drugs",45
"5133",2016-09-01,"arrest","drugs",37
"5134",2016-09-02,"arrest","drugs",37
"5135",2016-09-03,"arrest","drugs",32
"5136",2016-09-04,"arrest","drugs",30
"5137",2016-09-05,"arrest","drugs",14
"5138",2016-09-06,"arrest","drugs",32
"5139",2016-09-07,"arrest","drugs",41
"5140",2016-09-08,"arrest","drugs",32
"5141",2016-09-09,"arrest","drugs",28
"5142",2016-09-10,"arrest","drugs",56
"5143",2016-09-11,"arrest","drugs",23
"5144",2016-09-12,"arrest","drugs",14
"5145",2016-09-13,"arrest","drugs",35
"5146",2016-09-14,"arrest","drugs",35
"5147",2016-09-15,"arrest","drugs",35
"5148",2016-09-16,"arrest","drugs",52
"5149",2016-09-17,"arrest","drugs",34
"5150",2016-09-18,"arrest","drugs",13
"5151",2016-09-19,"arrest","drugs",26
"5152",2016-09-20,"arrest","drugs",28
"5153",2016-09-21,"arrest","drugs",39
"5154",2016-09-22,"arrest","drugs",60
"5155",2016-09-23,"arrest","drugs",19
"5156",2016-09-24,"arrest","drugs",41
"5157",2016-09-25,"arrest","drugs",15
"5158",2016-09-26,"arrest","drugs",16
"5159",2016-09-27,"arrest","drugs",49
"5160",2016-09-28,"arrest","drugs",42
"5161",2016-09-29,"arrest","drugs",53
"5162",2016-09-30,"arrest","drugs",41
"5163",2016-10-01,"arrest","drugs",46
"5164",2016-10-02,"arrest","drugs",21
"5165",2016-10-03,"arrest","drugs",17
"5166",2016-10-04,"arrest","drugs",31
"5167",2016-10-05,"arrest","drugs",48
"5168",2016-10-06,"arrest","drugs",63
"5169",2016-10-07,"arrest","drugs",64
"5170",2016-10-08,"arrest","drugs",48
"5171",2016-10-09,"arrest","drugs",16
"5172",2016-10-10,"arrest","drugs",17
"5173",2016-10-11,"arrest","drugs",22
"5174",2016-10-12,"arrest","drugs",53
"5175",2016-10-13,"arrest","drugs",55
"5176",2016-10-14,"arrest","drugs",68
"5177",2016-10-15,"arrest","drugs",48
"5178",2016-10-16,"arrest","drugs",12
"5179",2016-10-17,"arrest","drugs",17
"5180",2016-10-18,"arrest","drugs",32
"5181",2016-10-19,"arrest","drugs",40
"5182",2016-10-20,"arrest","drugs",52
"5183",2016-10-21,"arrest","drugs",64
"5184",2016-10-22,"arrest","drugs",42
"5185",2016-10-23,"arrest","drugs",22
"5186",2016-10-24,"arrest","drugs",21
"5187",2016-10-25,"arrest","drugs",35
"5188",2016-10-26,"arrest","drugs",58
"5189",2016-10-27,"arrest","drugs",62
"5190",2016-10-28,"arrest","drugs",29
"5191",2016-10-29,"arrest","drugs",57
"5192",2016-10-30,"arrest","drugs",17
"5193",2016-10-31,"arrest","drugs",20
"5194",2016-11-01,"arrest","drugs",24
"5195",2016-11-02,"arrest","drugs",26
"5196",2016-11-03,"arrest","drugs",41
"5197",2016-11-04,"arrest","drugs",35
"5198",2016-11-05,"arrest","drugs",55
"5199",2016-11-06,"arrest","drugs",25
"5200",2016-11-07,"arrest","drugs",13
"5201",2016-11-08,"arrest","drugs",17
"5202",2016-11-09,"arrest","drugs",36
"5203",2016-11-10,"arrest","drugs",35
"5204",2016-11-11,"arrest","drugs",44
"5205",2016-11-12,"arrest","drugs",43
"5206",2016-11-13,"arrest","drugs",17
"5207",2016-11-14,"arrest","drugs",12
"5208",2016-11-15,"arrest","drugs",19
"5209",2016-11-16,"arrest","drugs",47
"5210",2016-11-17,"arrest","drugs",42
"5211",2016-11-18,"arrest","drugs",55
"5212",2016-11-19,"arrest","drugs",33
"5213",2016-11-20,"arrest","drugs",26
"5214",2016-11-21,"arrest","drugs",28
"5215",2016-11-22,"arrest","drugs",27
"5216",2016-11-23,"arrest","drugs",47
"5217",2016-11-24,"arrest","drugs",27
"5218",2016-11-25,"arrest","drugs",34
"5219",2016-11-26,"arrest","drugs",50
"5220",2016-11-27,"arrest","drugs",26
"5221",2016-11-28,"arrest","drugs",17
"5222",2016-11-29,"arrest","drugs",40
"5223",2016-11-30,"arrest","drugs",28
"5224",2016-12-01,"arrest","drugs",43
"5225",2016-12-02,"arrest","drugs",52
"5226",2016-12-03,"arrest","drugs",39
"5227",2016-12-04,"arrest","drugs",45
"5228",2016-12-05,"arrest","drugs",28
"5229",2016-12-06,"arrest","drugs",34
"5230",2016-12-07,"arrest","drugs",50
"5231",2016-12-08,"arrest","drugs",59
"5232",2016-12-09,"arrest","drugs",39
"5233",2016-12-10,"arrest","drugs",53
"5234",2016-12-11,"arrest","drugs",32
"5235",2016-12-12,"arrest","drugs",17
"5236",2016-12-13,"arrest","drugs",27
"5237",2016-12-14,"arrest","drugs",67
"5238",2016-12-15,"arrest","drugs",124
"5239",2016-12-16,"arrest","drugs",26
"5240",2016-12-17,"arrest","drugs",25
"5241",2016-12-18,"arrest","drugs",18
"5242",2016-12-19,"arrest","drugs",21
"5243",2016-12-20,"arrest","drugs",34
"5244",2016-12-21,"arrest","drugs",59
"5245",2016-12-22,"arrest","drugs",60
"5246",2016-12-23,"arrest","drugs",35
"5247",2016-12-24,"arrest","drugs",28
"5248",2016-12-25,"arrest","drugs",8
"5249",2016-12-26,"arrest","drugs",17
"5250",2016-12-27,"arrest","drugs",32
"5251",2016-12-28,"arrest","drugs",51
"5252",2016-12-29,"arrest","drugs",47
"5253",2016-12-30,"arrest","drugs",48
"5254",2016-12-31,"arrest","drugs",60
"5255",2017-01-01,"arrest","drugs",25
"5256",2017-01-02,"arrest","drugs",14
"5257",2017-01-03,"arrest","drugs",25
"5258",2017-01-04,"arrest","drugs",51
"5259",2017-01-05,"arrest","drugs",53
"5260",2017-01-06,"arrest","drugs",45
"5261",2017-01-07,"arrest","drugs",40
"5262",2017-01-08,"arrest","drugs",9
"5263",2017-01-09,"arrest","drugs",17
"5264",2017-01-10,"arrest","drugs",40
"5265",2017-01-11,"arrest","drugs",53
"5266",2017-01-12,"arrest","drugs",66
"5267",2017-01-13,"arrest","drugs",55
"5268",2017-01-14,"arrest","drugs",43
"5269",2017-01-15,"arrest","drugs",26
"5270",2017-01-16,"arrest","drugs",28
"5271",2017-01-17,"arrest","drugs",43
"5272",2017-01-18,"arrest","drugs",37
"5273",2017-01-19,"arrest","drugs",46
"5274",2017-01-20,"arrest","drugs",50
"5275",2017-01-21,"arrest","drugs",24
"5276",2017-01-22,"arrest","drugs",31
"5277",2017-01-23,"arrest","drugs",12
"5278",2017-01-24,"arrest","drugs",35
"5279",2017-01-25,"arrest","drugs",15
"5280",2017-01-26,"arrest","drugs",13
"5281",2017-01-27,"arrest","drugs",28
"5282",2017-01-28,"arrest","drugs",39
"5283",2017-01-29,"arrest","drugs",39
"5284",2017-01-30,"arrest","drugs",24
"5285",2017-01-31,"arrest","drugs",36
"5286",2017-02-01,"arrest","drugs",48
"5287",2017-02-02,"arrest","drugs",50
"5288",2017-02-03,"arrest","drugs",62
"5289",2017-02-04,"arrest","drugs",36
"5290",2017-02-05,"arrest","drugs",31
"5291",2017-02-06,"arrest","drugs",32
"5292",2017-02-07,"arrest","drugs",27
"5293",2017-02-08,"arrest","drugs",68
"5294",2017-02-09,"arrest","drugs",42
"5295",2017-02-10,"arrest","drugs",33
