"","date_value","arrests_violent","arrests_property","arrests_drugs","arrests_firearms","arrests_other","arrests_uncategorized","charges_violent","charges_property","charges_drugs","charges_firearms","charges_other","charges_uncategorized"
"2004",2019-06-27,31,8,56,2,5,33,37,8,55,4,4,13
"2005",2019-06-28,26,6,39,5,0,30,29,8,43,2,0,12
"2006",2019-06-29,29,9,47,3,0,44,27,10,40,4,1,18
"2007",2019-06-30,22,7,31,4,0,20,25,8,37,6,0,9
"2008",2019-07-01,27,7,36,6,1,23,25,8,30,1,0,11
"2009",2019-07-02,31,9,43,2,2,45,31,10,34,5,1,12
"2010",2019-07-03,26,8,58,5,1,38,29,10,54,6,2,13
"2011",2019-07-04,25,4,22,4,0,19,27,12,41,6,1,10
"2012",2019-07-05,21,11,41,2,2,31,16,3,21,1,0,3
"2013",2019-07-06,13,9,58,4,0,28,17,12,56,4,1,15
"2014",2019-07-07,20,3,32,4,0,21,15,2,38,3,0,5
"2015",2019-07-08,19,11,19,6,1,30,23,12,25,3,2,11
"2016",2019-07-09,32,12,47,8,7,33,21,41,26,9,2,9
"2017",2019-07-10,26,18,67,8,3,37,40,12,63,8,1,17
"2018",2019-07-11,26,12,46,5,8,34,31,11,59,2,0,16
"2019",2019-07-12,25,11,38,2,4,39,24,6,33,5,0,13
"2020",2019-07-13,19,8,45,3,2,23,24,7,53,3,1,9
"2021",2019-07-14,22,6,23,0,0,22,26,6,34,0,0,17
"2022",2019-07-15,23,6,25,1,0,24,14,3,25,1,2,6
"2023",2019-07-16,22,16,27,5,0,28,23,13,16,3,0,4
"2024",2019-07-17,39,37,53,14,5,26,22,11,43,10,1,7
"2025",2019-07-18,31,14,26,3,3,27,35,13,30,8,2,7
"2026",2019-07-19,34,15,32,3,0,27,36,17,38,5,0,4
"2027",2019-07-20,24,7,40,6,0,18,25,10,34,6,0,16
"2028",2019-07-21,18,8,33,2,1,17,17,12,35,2,1,10
"2029",2019-07-22,29,19,21,3,3,25,28,23,21,2,3,7
"2030",2019-07-23,31,12,42,3,4,39,32,13,23,4,2,9
"2031",2019-07-24,25,23,66,7,13,36,26,15,55,4,9,22
"2032",2019-07-25,20,15,67,4,11,34,20,11,55,5,10,11
"2033",2019-07-26,21,16,55,6,4,43,18,15,57,5,4,5
"2034",2019-07-27,24,12,24,3,2,27,21,9,48,4,2,11
"2035",2019-07-28,22,8,22,3,0,30,24,8,16,3,0,8
"2036",2019-07-29,25,11,23,3,5,25,23,17,18,2,3,12
"2037",2019-07-30,25,14,31,3,2,28,29,10,24,1,2,15
"2038",2019-07-31,24,12,36,9,0,31,23,4,43,7,1,15
"2039",2019-08-01,28,9,64,5,5,22,34,17,38,5,2,7
"2040",2019-08-02,22,3,51,4,3,26,28,4,56,7,3,11
"2041",2019-08-03,18,8,37,3,0,23,25,6,52,4,3,8
"2042",2019-08-04,15,7,24,5,0,25,21,6,36,5,0,9
"2043",2019-08-05,21,13,11,6,0,24,22,13,13,2,0,12
"2044",2019-08-06,27,16,22,3,3,29,26,15,11,5,2,8
"2045",2019-08-07,31,17,41,8,2,27,28,19,31,8,1,12
"2046",2019-08-08,39,9,44,2,4,28,35,9,46,3,1,14
"2047",2019-08-09,29,14,45,4,3,33,23,13,42,3,0,18
"2048",2019-08-10,11,7,42,3,0,29,20,8,48,3,0,9
"2049",2019-08-11,21,4,23,4,0,14,20,7,24,5,0,6
"2050",2019-08-12,24,11,30,2,1,31,25,8,29,4,1,7
"2051",2019-08-13,17,9,48,8,1,40,12,11,26,6,1,7
"2052",2019-08-14,38,9,45,6,2,15,25,8,47,5,0,7
"2053",2019-08-15,47,16,20,5,2,18,36,12,33,3,4,3
"2054",2019-08-16,25,12,20,6,3,30,21,15,16,4,2,13
"2055",2019-08-17,11,7,35,6,0,29,38,7,38,9,0,15
"2056",2019-08-18,31,8,19,4,0,16,27,8,22,2,1,9
"2057",2019-08-19,27,16,24,5,0,21,40,13,18,3,0,9
"2058",2019-08-20,20,11,23,4,2,23,19,10,18,6,1,11
"2059",2019-08-21,26,20,44,6,5,25,26,11,32,5,2,3
"2060",2019-08-22,27,12,35,7,4,35,22,9,33,9,0,9
"2061",2019-08-23,25,9,36,5,0,23,32,13,42,2,1,14
"2062",2019-08-24,30,8,56,2,0,25,26,7,43,5,0,14
"2063",2019-08-25,21,15,31,2,1,18,38,15,38,2,0,17
"2064",2019-08-26,33,5,19,4,1,21,23,8,19,3,1,11
"2065",2019-08-27,40,16,33,4,2,36,32,13,28,1,2,11
"2066",2019-08-28,24,11,39,3,0,23,25,6,32,4,1,11
"2067",2019-08-29,24,12,27,4,3,28,20,11,32,5,2,9
"2068",2019-08-30,39,7,42,1,9,34,22,9,30,4,1,11
"2069",2019-08-31,14,7,38,8,0,37,36,5,55,4,1,13
"2070",2019-09-01,19,11,36,0,0,19,15,8,24,4,0,5
"2071",2019-09-02,21,11,16,3,2,23,22,15,29,3,1,9
"2072",2019-09-03,18,16,39,7,3,23,17,7,16,2,1,9
"2073",2019-09-04,36,11,66,6,17,48,19,8,42,5,0,11
"2074",2019-09-05,19,8,75,8,7,51,27,12,58,7,14,6
"2075",2019-09-06,34,14,40,5,8,31,23,10,61,7,5,8
"2076",2019-09-07,33,12,53,7,0,27,35,10,61,7,5,11
"2077",2019-09-08,26,6,19,4,0,14,21,9,28,4,0,5
"2078",2019-09-09,20,12,26,4,0,22,25,11,20,3,0,11
"2079",2019-09-10,20,13,43,3,0,35,20,11,22,4,0,20
"2080",2019-09-11,26,14,51,4,2,29,25,15,45,3,2,8
"2081",2019-09-12,34,12,48,4,5,35,24,10,53,3,2,16
"2082",2019-09-13,27,19,36,5,1,28,33,18,43,7,0,13
"2083",2019-09-14,17,9,53,5,2,28,16,16,43,5,5,5
"2084",2019-09-15,27,6,21,3,0,17,25,6,32,4,0,5
"2085",2019-09-16,36,19,26,6,2,29,23,15,16,2,2,6
"2086",2019-09-17,26,13,26,3,2,27,29,11,24,5,0,8
"2087",2019-09-18,31,12,37,3,5,29,32,11,43,3,0,12
"2088",2019-09-19,28,21,41,4,4,26,26,21,28,6,5,15
"2089",2019-09-20,21,11,56,4,6,22,19,18,57,2,5,11
"2090",2019-09-21,20,20,39,6,0,14,23,11,43,5,0,9
"2091",2019-09-22,12,4,11,1,4,11,18,14,20,5,5,2
"2092",2019-09-23,12,16,26,1,2,21,11,12,19,1,1,8
"2093",2019-09-24,17,13,29,3,4,26,20,14,22,2,3,6
"2094",2019-09-25,31,11,33,3,3,26,23,13,31,3,2,13
"2095",2019-09-26,26,25,33,8,3,31,30,25,30,9,0,14
"2096",2019-09-27,22,18,31,14,9,20,18,9,35,7,8,5
"2097",2019-09-28,26,5,36,4,1,24,25,12,35,11,4,12
"2098",2019-09-29,15,6,15,4,0,14,10,5,13,2,0,7
"2099",2019-09-30,24,12,21,2,2,15,22,8,15,5,0,4
"2100",2019-10-01,31,12,45,4,5,30,28,14,26,3,3,10
"2101",2019-10-02,31,11,44,1,2,42,32,12,43,2,2,17
"2102",2019-10-03,27,18,37,4,4,36,40,18,46,2,4,22
"2103",2019-10-04,15,14,44,3,4,40,17,17,40,2,3,15
"2104",2019-10-05,9,10,32,1,0,23,12,7,47,3,0,14
"2105",2019-10-06,30,8,18,1,0,26,24,15,22,0,1,9
"2106",2019-10-07,21,14,17,1,2,28,40,7,13,1,1,15
"2107",2019-10-08,25,15,30,7,2,23,29,7,25,4,2,3
"2108",2019-10-09,20,17,40,5,5,29,17,21,30,6,1,12
"2109",2019-10-10,25,21,38,12,4,32,19,15,27,9,2,11
"2110",2019-10-11,24,4,32,2,4,30,25,12,48,5,1,9
"2111",2019-10-12,12,8,29,6,1,31,17,9,31,6,0,12
"2112",2019-10-13,20,7,10,2,0,32,22,8,18,3,1,21
"2113",2019-10-14,24,5,16,4,1,24,21,5,6,1,1,9
"2114",2019-10-15,25,12,30,4,5,37,41,8,28,5,3,20
"2115",2019-10-16,31,19,26,6,1,28,39,16,32,8,3,15
"2116",2019-10-17,26,17,30,6,1,32,30,15,16,3,1,12
"2117",2019-10-18,31,17,30,1,3,29,22,22,34,3,1,21
"2118",2019-10-19,24,7,54,3,0,26,23,10,44,2,0,13
"2119",2019-10-20,18,8,15,4,0,14,14,3,27,5,0,11
"2120",2019-10-21,34,14,28,2,1,21,32,8,20,2,1,7
"2121",2019-10-22,33,15,27,4,2,31,37,12,27,3,1,15
"2122",2019-10-23,42,15,76,2,7,29,36,15,35,3,1,7
"2123",2019-10-24,51,11,47,8,10,41,74,15,66,4,6,11
"2124",2019-10-25,20,11,61,5,6,31,27,13,62,5,10,11
"2125",2019-10-26,14,12,38,4,0,27,22,11,57,8,0,7
"2126",2019-10-27,25,6,20,5,3,17,25,3,24,2,2,9
"2127",2019-10-28,21,10,28,2,1,24,24,11,24,6,2,9
"2128",2019-10-29,39,12,35,4,2,24,27,13,19,2,1,15
"2129",2019-10-30,32,21,25,4,4,24,36,18,31,5,0,3
"2130",2019-10-31,30,37,21,7,5,30,34,26,26,7,3,15
"2131",2019-11-01,29,5,23,10,4,27,24,14,17,9,3,7
"2132",2019-11-02,21,7,38,9,1,22,32,9,31,7,1,9
"2133",2019-11-03,14,5,24,1,0,21,15,4,34,5,0,11
"2134",2019-11-04,24,19,18,2,1,25,27,15,16,1,1,11
"2135",2019-11-05,21,20,22,11,0,21,23,24,24,8,0,10
"2136",2019-11-06,21,19,24,1,3,37,23,18,22,6,1,17
"2137",2019-11-07,26,19,39,10,3,34,21,14,34,8,0,13
"2138",2019-11-08,10,22,44,7,1,29,12,30,40,8,0,21
"2139",2019-11-09,17,3,45,4,0,20,17,11,50,3,0,11
"2140",2019-11-10,10,5,34,3,1,20,15,2,32,4,1,12
"2141",2019-11-11,26,5,6,3,0,19,25,10,11,2,0,15
"2142",2019-11-12,22,6,30,9,3,19,27,7,13,9,4,12
"2143",2019-11-13,25,20,33,7,4,22,28,15,35,6,1,10
"2144",2019-11-14,21,15,42,8,4,21,29,24,42,10,2,9
"2145",2019-11-15,24,10,39,5,1,25,19,21,46,5,0,12
"2146",2019-11-16,14,11,42,2,1,19,18,11,39,2,1,8
"2147",2019-11-17,24,7,22,8,3,20,24,10,26,7,0,16
"2148",2019-11-18,23,21,16,0,2,15,18,10,12,0,2,7
"2149",2019-11-19,28,15,26,5,2,27,28,14,16,6,2,14
"2150",2019-11-20,21,10,37,3,0,28,31,13,35,3,2,11
"2151",2019-11-21,28,20,35,3,3,31,20,12,35,3,0,20
"2152",2019-11-22,30,14,36,6,2,19,35,16,33,5,2,12
"2153",2019-11-23,22,6,43,3,1,23,19,9,36,2,0,5
"2154",2019-11-24,19,7,19,1,0,18,21,8,30,3,1,15
"2155",2019-11-25,26,12,22,5,0,15,30,13,27,4,1,9
"2156",2019-11-26,24,21,20,4,4,32,29,9,11,4,2,10
"2157",2019-11-27,22,8,34,5,2,31,20,19,36,4,1,11
"2158",2019-11-28,17,4,17,1,0,15,22,5,21,2,0,9
"2159",2019-11-29,26,5,23,0,1,27,21,3,8,0,2,10
"2160",2019-11-30,24,12,43,4,1,22,21,11,34,4,0,16
"2161",2019-12-01,15,11,18,1,0,12,17,7,33,1,0,5
"2162",2019-12-02,21,15,11,0,1,23,21,17,11,0,2,9
"2163",2019-12-03,29,16,21,1,0,23,27,14,11,1,0,12
"2164",2019-12-04,22,21,30,5,3,23,24,17,32,2,2,12
"2165",2019-12-05,22,18,37,2,0,20,27,24,36,6,0,11
"2166",2019-12-06,40,17,36,6,3,31,34,14,32,3,1,12
"2167",2019-12-07,20,13,34,2,1,30,26,10,36,4,1,9
"2168",2019-12-08,12,10,23,1,1,10,12,13,28,0,1,7
"2169",2019-12-09,30,10,15,4,1,22,22,6,14,4,1,11
"2170",2019-12-10,28,15,24,5,3,22,24,19,10,2,2,11
"2171",2019-12-11,26,12,39,6,3,27,23,9,34,6,4,10
"2172",2019-12-12,16,7,29,7,2,28,21,10,32,8,3,15
"2173",2019-12-13,16,11,35,1,0,28,22,14,33,2,0,15
"2174",2019-12-14,30,18,32,1,0,24,30,21,32,1,0,8
"2175",2019-12-15,26,6,25,3,2,7,38,6,29,1,2,6
"2176",2019-12-16,26,25,23,2,0,16,31,12,14,3,0,3
"2177",2019-12-17,31,18,26,5,1,26,30,30,24,4,0,9
"2178",2019-12-18,24,16,77,5,8,30,94,19,39,4,2,10
"2179",2019-12-19,88,10,69,4,6,20,20,12,71,6,5,10
"2180",2019-12-20,20,20,68,7,2,35,25,16,81,4,2,21
"2181",2019-12-21,12,6,37,3,0,20,13,7,40,4,0,7
"2182",2019-12-22,16,12,16,3,1,19,19,9,33,3,1,6
"2183",2019-12-23,25,11,15,1,2,20,26,11,9,3,2,8
"2184",2019-12-24,13,7,20,5,1,23,15,11,20,3,1,21
"2185",2019-12-25,14,5,8,1,0,3,20,5,13,1,0,3
"2186",2019-12-26,11,13,30,3,0,21,16,11,19,3,0,9
"2187",2019-12-27,25,11,41,1,2,26,19,12,35,3,1,6
"2188",2019-12-28,24,5,36,12,3,22,24,7,46,10,1,9
"2189",2019-12-29,20,16,18,6,0,19,15,16,20,7,0,7
"2190",2019-12-30,19,15,17,4,2,26,17,13,13,1,1,9
"2191",2019-12-31,19,10,20,5,0,24,22,11,16,5,0,14
"2192",2020-01-01,22,9,30,5,0,15,27,8,35,6,0,8
"2193",2020-01-02,13,8,15,4,0,30,12,6,11,3,0,12
"2194",2020-01-03,26,12,36,10,3,36,23,10,32,8,2,16
"2195",2020-01-04,17,5,38,3,1,34,28,5,38,5,2,22
"2196",2020-01-05,23,7,15,1,2,17,25,10,17,2,0,16
"2197",2020-01-06,29,10,13,3,3,25,27,9,13,1,3,18
"2198",2020-01-07,33,6,37,8,1,27,26,6,18,8,1,11
"2199",2020-01-08,46,27,49,4,2,39,33,14,45,4,2,25
"2200",2020-01-09,39,33,28,3,3,39,45,42,38,4,0,21
"2201",2020-01-10,21,18,26,2,2,16,28,16,34,0,1,15
"2202",2020-01-11,27,2,44,2,0,35,28,5,41,4,0,14
"2203",2020-01-12,25,18,21,2,0,15,29,17,24,2,0,9
"2204",2020-01-13,22,17,14,5,1,29,18,16,15,4,1,10
"2205",2020-01-14,23,9,21,3,0,23,39,11,13,3,0,10
"2206",2020-01-15,34,12,56,3,4,26,29,12,50,3,3,12
"2207",2020-01-16,24,19,45,6,2,32,25,18,48,2,0,18
"2208",2020-01-17,18,18,55,3,4,24,31,21,35,5,1,15
"2209",2020-01-18,18,6,36,1,1,36,20,8,55,2,1,22
"2210",2020-01-19,21,9,9,1,0,16,22,9,20,1,0,8
"2211",2020-01-20,30,6,11,2,1,21,21,5,8,1,1,12
"2212",2020-01-21,18,9,33,7,1,29,17,13,20,5,2,13
"2213",2020-01-22,27,15,50,6,6,20,22,16,39,6,2,6
"2214",2020-01-23,27,12,33,3,4,21,23,10,44,4,0,11
"2215",2020-01-24,25,12,36,5,1,43,27,8,36,6,1,20
"2216",2020-01-25,22,13,45,8,0,37,34,11,39,9,0,16
"2217",2020-01-26,21,18,18,5,2,23,19,20,35,5,1,16
"2218",2020-01-27,17,10,14,1,0,34,30,12,14,0,1,12
"2219",2020-01-28,34,18,39,6,1,32,21,12,28,4,0,14
"2220",2020-01-29,35,9,57,2,2,33,35,15,46,5,0,11
"2221",2020-01-30,38,7,54,5,4,33,23,6,53,5,3,13
"2222",2020-01-31,26,35,49,6,8,29,36,12,47,3,9,8
"2223",2020-02-01,17,7,65,2,1,26,23,10,65,3,0,16
"2224",2020-02-02,14,6,31,3,0,24,15,7,37,3,0,12
"2225",2020-02-03,29,13,25,4,0,19,29,16,15,3,0,7
"2226",2020-02-04,20,16,19,8,8,25,25,17,19,8,7,16
"2227",2020-02-05,22,16,43,3,4,31,22,15,34,6,3,12
"2228",2020-02-06,24,14,45,12,7,20,26,12,43,8,5,11
"2229",2020-02-07,28,14,34,6,1,27,22,11,40,8,2,8
"2230",2020-02-08,19,4,85,3,1,32,21,5,69,4,0,13
"2231",2020-02-09,24,3,18,2,1,14,17,2,38,2,1,9
"2232",2020-02-10,30,13,14,3,1,23,33,11,12,3,1,7
"2233",2020-02-11,35,18,24,3,2,16,34,19,16,3,2,8
"2234",2020-02-12,26,16,83,2,11,27,25,12,37,0,1,5
"2235",2020-02-13,21,9,89,0,10,23,25,7,84,2,10,14
"2236",2020-02-14,32,9,75,7,13,20,23,7,94,6,6,15
"2237",2020-02-15,21,13,66,3,4,15,30,12,77,6,8,5
"2238",2020-02-16,21,9,35,4,0,18,32,10,53,5,0,8
"2239",2020-02-17,12,4,8,8,2,20,11,2,9,4,2,12
"2240",2020-02-18,27,15,53,2,0,19,17,17,26,5,0,5
"2241",2020-02-19,18,20,48,6,6,19,19,16,42,5,5,12
"2242",2020-02-20,35,13,47,6,3,27,26,13,51,7,1,9
"2243",2020-02-21,24,12,32,7,5,32,35,5,29,4,5,18
"2244",2020-02-22,18,10,59,6,3,30,18,12,53,6,1,11
"2245",2020-02-23,19,9,34,3,3,15,25,6,49,7,4,8
"2246",2020-02-24,23,5,20,2,1,18,23,8,13,3,1,11
"2247",2020-02-25,26,10,14,3,2,36,27,7,14,3,2,23
"2248",2020-02-26,27,18,43,4,4,39,26,17,32,3,4,14
"2249",2020-02-27,22,10,51,4,6,37,26,13,46,4,6,24
"2250",2020-02-28,27,4,43,7,2,33,26,5,37,8,0,18
"2251",2020-02-29,21,9,56,9,1,31,23,8,62,6,2,20
"2252",2020-03-01,22,3,28,3,1,21,24,1,27,5,1,8
"2253",2020-03-02,20,11,17,4,0,16,25,11,19,2,0,12
"2254",2020-03-03,23,7,22,4,1,26,22,7,11,4,2,10
"2255",2020-03-04,18,15,50,2,2,26,15,15,47,1,2,20
"2256",2020-03-05,24,12,22,5,5,25,19,12,29,5,0,7
"2257",2020-03-06,25,14,34,2,6,19,16,13,29,3,5,11
"2258",2020-03-07,22,10,51,7,4,27,23,11,45,6,3,11
"2259",2020-03-08,20,5,21,5,0,19,21,4,31,4,0,6
"2260",2020-03-09,19,3,18,3,1,19,14,3,12,5,2,8
"2261",2020-03-10,47,9,39,4,9,20,33,3,21,2,2,6
"2262",2020-03-11,28,16,63,4,5,37,24,8,49,3,2,7
"2263",2020-03-12,17,10,61,2,2,29,22,12,74,3,2,11
"2264",2020-03-13,23,5,29,3,2,38,23,10,30,2,2,15
"2265",2020-03-14,20,13,61,5,1,25,17,5,49,5,0,14
"2266",2020-03-15,19,9,17,5,0,14,21,14,34,2,1,9
"2267",2020-03-16,22,15,9,1,1,16,28,7,11,4,0,10
"2268",2020-03-17,17,10,4,6,0,11,18,15,5,7,1,9
"2269",2020-03-18,26,1,6,4,0,3,23,2,3,2,0,3
"2270",2020-03-19,16,2,3,3,0,2,16,2,3,4,0,1
"2271",2020-03-20,18,4,5,4,0,5,24,4,3,3,0,3
"2272",2020-03-21,22,2,1,6,1,2,16,3,3,7,1,3
"2273",2020-03-22,18,0,1,2,0,9,17,1,2,2,0,5
"2274",2020-03-23,4,1,0,0,2,1,12,1,0,0,1,3
"2275",2020-03-24,18,1,4,6,0,1,15,1,2,1,1,1
"2276",2020-03-25,17,4,3,3,1,3,22,4,2,7,0,3
"2277",2020-03-26,21,1,1,5,1,5,16,1,2,3,2,3
"2278",2020-03-27,10,2,2,5,1,3,14,2,1,6,1,3
"2279",2020-03-28,18,2,3,4,1,4,16,3,3,3,1,3
"2280",2020-03-29,7,3,2,1,0,1,11,1,1,3,0,2
"2281",2020-03-30,24,1,0,1,0,3,14,3,3,2,0,4
"2282",2020-03-31,11,12,5,3,1,3,8,2,3,1,0,2
"2283",2020-04-01,18,2,3,2,0,4,17,0,3,2,0,5
"2284",2020-04-02,11,3,3,5,0,4,16,19,2,3,1,6
"2285",2020-04-03,15,0,4,6,0,4,11,1,5,6,0,3
"2286",2020-04-04,12,2,1,2,0,4,14,2,1,4,0,2
"2287",2020-04-05,8,1,2,3,0,5,11,1,1,4,0,5
"2288",2020-04-06,12,0,4,5,1,1,12,0,5,3,1,0
"2289",2020-04-07,26,7,2,5,0,5,21,4,2,3,0,3
"2290",2020-04-08,17,2,4,5,0,5,24,4,2,6,0,6
"2291",2020-04-09,11,2,2,6,0,4,19,3,4,5,0,5
"2292",2020-04-10,15,3,2,1,0,3,15,4,2,2,0,3
"2293",2020-04-11,11,0,2,4,0,4,9,0,1,3,0,1
"2294",2020-04-12,5,0,4,2,1,2,12,0,3,3,1,5
"2295",2020-04-13,11,3,2,2,1,2,8,1,3,1,0,0
"2296",2020-04-14,11,3,2,2,0,4,15,2,2,2,0,3
"2297",2020-04-15,9,3,6,1,1,4,8,2,6,2,2,2
"2298",2020-04-16,12,2,1,5,0,3,13,0,2,3,0,9
"2299",2020-04-17,27,1,6,3,0,3,15,3,4,4,1,3
"2300",2020-04-18,10,4,2,3,2,5,19,3,4,3,2,3
"2301",2020-04-19,13,1,1,5,0,6,11,1,1,4,0,3
"2302",2020-04-20,13,4,4,3,0,4,20,3,4,5,0,6
"2303",2020-04-21,19,1,6,3,1,9,16,3,3,1,2,8
"2304",2020-04-22,11,5,6,8,0,5,8,5,8,5,0,6
"2305",2020-04-23,15,11,1,7,3,6,17,11,2,11,3,13
"2306",2020-04-24,22,0,4,3,1,11,19,0,1,3,0,9
"2307",2020-04-25,9,7,8,12,0,3,20,6,8,10,0,5
"2308",2020-04-26,5,3,4,4,0,3,8,3,6,4,0,5
"2309",2020-04-27,13,6,4,7,0,5,14,4,7,5,0,4
"2310",2020-04-28,16,8,4,4,0,4,10,9,0,5,0,6
"2311",2020-04-29,14,6,3,5,0,2,15,8,5,4,0,4
"2312",2020-04-30,18,4,4,9,0,4,16,3,4,10,0,3
"2313",2020-05-01,19,0,8,10,0,5,14,2,2,6,0,5
"2314",2020-05-02,18,8,10,2,0,13,15,9,18,4,0,5
"2315",2020-05-03,12,9,7,5,5,7,12,2,8,5,6,5
"2316",2020-05-04,30,11,8,6,0,5,28,15,5,3,0,5
"2317",2020-05-05,20,12,29,4,0,14,27,13,19,6,0,9
"2318",2020-05-06,22,9,18,6,1,8,21,12,21,4,1,12
"2319",2020-05-07,13,16,26,7,0,11,17,13,22,6,0,12
"2320",2020-05-08,17,16,19,8,0,12,12,13,15,9,0,7
"2321",2020-05-09,17,12,21,9,2,5,12,9,23,7,0,5
"2322",2020-05-10,23,8,12,8,0,7,18,10,15,9,0,4
"2323",2020-05-11,17,17,14,5,0,9,30,13,15,8,0,4
"2324",2020-05-12,24,9,43,7,0,14,22,19,24,2,0,7
"2325",2020-05-13,19,11,44,5,1,7,15,10,45,8,1,1
"2326",2020-05-14,34,28,27,9,0,16,21,22,30,6,0,9
"2327",2020-05-15,15,16,37,13,1,19,21,21,35,9,1,9
"2328",2020-05-16,17,12,24,6,0,11,19,15,29,12,0,11
"2329",2020-05-17,19,6,13,6,0,13,17,10,17,5,0,13
"2330",2020-05-18,16,12,8,2,0,16,24,10,11,3,0,6
"2331",2020-05-19,26,13,29,8,2,16,25,9,14,4,1,5
"2332",2020-05-20,34,5,45,11,1,14,28,5,28,7,1,5
"2333",2020-05-21,23,6,31,5,2,27,30,5,39,10,0,16
"2334",2020-05-22,23,20,40,4,1,15,25,13,40,5,2,14
"2335",2020-05-23,19,11,18,4,2,15,24,12,30,3,1,10
"2336",2020-05-24,10,9,10,4,0,11,13,12,15,6,1,9
"2337",2020-05-25,15,13,6,2,2,9,13,12,5,1,2,6
"2338",2020-05-26,27,12,27,4,0,14,25,9,17,3,0,9
"2339",2020-05-27,26,12,35,6,0,25,22,8,24,5,0,12
"2340",2020-05-28,33,14,36,9,0,14,40,10,30,6,0,13
"2341",2020-05-29,21,8,30,3,1,17,30,11,46,8,0,14
"2342",2020-05-30,11,6,17,4,1,11,12,3,21,2,1,13
"2343",2020-05-31,19,202,2,3,0,9,15,109,1,4,0,7
"2344",2020-06-01,15,194,5,10,0,8,13,184,3,5,0,7
"2345",2020-06-02,24,125,5,5,1,12,12,136,8,7,0,6
"2346",2020-06-03,17,26,1,8,0,14,24,97,1,7,1,7
"2347",2020-06-04,31,20,8,5,0,14,28,18,5,8,0,15
"2348",2020-06-05,20,16,9,2,1,13,25,12,8,3,1,5
"2349",2020-06-06,11,12,3,2,0,5,14,27,6,2,0,12
"2350",2020-06-07,15,16,11,2,0,15,12,17,7,2,0,8
"2351",2020-06-08,15,12,4,2,1,14,14,15,8,0,1,14
"2352",2020-06-09,10,17,11,5,1,7,14,11,5,6,1,1
"2353",2020-06-10,26,13,4,3,1,13,30,18,7,4,1,13
"2354",2020-06-11,17,11,14,0,0,10,20,14,8,0,0,10
"2355",2020-06-12,19,33,11,2,0,9,20,31,13,2,0,7
"2356",2020-06-13,14,3,6,0,0,7,15,7,7,0,0,6
"2357",2020-06-14,12,15,8,1,1,9,10,8,7,1,2,10
"2358",2020-06-15,17,9,8,1,0,7,16,15,10,1,0,6
"2359",2020-06-16,16,13,10,2,0,10,18,13,8,3,0,7
"2360",2020-06-17,14,10,11,1,2,14,19,8,13,1,1,9
"2361",2020-06-18,13,12,22,2,1,9,15,15,19,1,1,7
"2362",2020-06-19,19,9,11,2,2,13,17,9,11,2,2,14
"2363",2020-06-20,15,13,9,3,0,10,17,11,9,5,0,7
"2364",2020-06-21,12,10,9,0,1,5,14,12,9,0,0,4
"2365",2020-06-22,21,10,7,1,3,14,22,9,8,1,4,11
"2366",2020-06-23,27,9,11,3,1,12,21,9,8,1,1,7
"2367",2020-06-24,14,7,13,1,0,11,21,10,12,4,0,11
"2368",2020-06-25,33,5,17,0,1,14,37,3,11,0,1,13
"2369",2020-06-26,20,15,9,1,0,11,29,17,16,1,1,14
"2370",2020-06-27,20,4,7,2,1,7,17,10,9,2,1,6
"2371",2020-06-28,24,7,8,2,0,10,25,2,8,1,0,10
"2372",2020-06-29,20,2,4,2,1,9,25,5,4,2,1,5
"2373",2020-06-30,12,10,13,1,2,7,20,7,12,2,3,14
"2374",2020-07-01,25,11,17,6,0,9,24,11,10,3,0,7
"2375",2020-07-02,26,5,20,6,3,13,66,5,13,6,1,12
"2376",2020-07-03,12,8,13,1,2,9,27,12,25,3,4,13
"2377",2020-07-04,13,2,4,2,0,2,7,2,7,2,0,2
"2378",2020-07-05,15,3,6,6,0,9,19,5,5,4,0,13
"2379",2020-07-06,28,5,6,2,1,11,24,3,6,4,0,14
"2380",2020-07-07,12,9,10,1,0,8,20,12,6,1,1,10
"2381",2020-07-08,23,7,22,10,0,7,14,9,21,8,0,4
"2382",2020-07-09,25,6,18,2,0,12,30,5,17,6,0,10
"2383",2020-07-10,16,11,8,2,0,5,20,11,12,4,0,5
"2384",2020-07-11,11,4,10,2,0,4,13,6,10,2,0,5
"2385",2020-07-12,10,9,17,3,1,6,15,4,19,3,1,7
"2386",2020-07-13,18,4,4,1,1,17,19,8,3,2,0,7
"2387",2020-07-14,9,1,1,0,0,8,19,4,2,0,1,32
"2388",2020-07-15,1,1,1,0,0,3,2,2,3,0,0,53
"2389",2020-07-16,28,3,12,3,1,18,30,5,13,4,1,15
"2390",2020-07-17,18,4,21,6,0,15,15,1,21,4,0,10
"2391",2020-07-18,18,7,27,3,2,11,20,6,22,4,1,11
"2392",2020-07-19,16,8,8,3,1,8,11,9,8,4,1,8
"2393",2020-07-20,19,8,6,1,1,12,20,8,13,1,3,9
"2394",2020-07-21,15,7,30,5,0,13,15,6,20,4,0,9
"2395",2020-07-22,29,7,58,4,2,9,38,8,42,3,1,7
"2396",2020-07-23,30,13,62,5,4,19,30,8,48,5,4,10
"2397",2020-07-24,22,7,34,3,2,9,25,15,58,2,3,10
"2398",2020-07-25,12,1,27,2,0,7,12,0,32,3,0,9
"2399",2020-07-26,10,3,11,3,1,8,8,4,10,1,0,6
"2400",2020-07-27,27,7,11,3,1,9,25,7,13,5,3,6
